Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time,File_ID,Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance,Current_charge,Voltage_charge,type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,hour,day,month,year
0.6528494629141854,0.0058840345647004355,0.023861074334008858,1.0,0.783904270295636,0.04466923537154481,0.0,0.2013616985104482,0.059422723315005074,0.46716600925777607,0.2290690831739965,0.4250163085710408,0.3114549138766614,0.019745370776834914,3,2025-01-01 18:00:00,0.5454548943643281,0.8541666666666666,0.26817042606516295,18,18,0.4235172314332951,0.11375813446601724,0.563145943642217,18,1,1,2025
0.6476230688191369,0.005345512581833911,0.0,1.0,0.782965743782262,0.04717903553906905,0.0,0.9570217306653982,0.4286114060941768,0.5208391481905403,0.0725335275511674,0.2101468186537789,0.7309064697740557,0.4171376192164229,0,2025-01-01 19:00:00,0.41249249943097344,0.2708333333333333,0.4681704260651629,19,19,0.9741525386293741,0.12552882403648172,0.6556792902503772,19,1,1,2025
0.642677885549578,0.006911595517419045,0.00851814927669614,1.0,0.7817925856405444,0.04969189900682064,0.0,0.8387181656872745,0.2508174809345106,0.46240535738325983,0.37034177418311176,0.7988987081518503,0.14561577228117023,0.23414872980068324,2,2025-01-01 20:00:00,0.23328926988308962,0.12499999999999999,0.7679197994987468,20,20,0.3445733580621484,0.9096405425806078,0.05502449608757651,20,1,1,2025
0.6382486016776201,0.0066820892086010275,0.04627347872312604,1.0,0.7808540591271704,0.052195764030154364,0.0,0.9907322243000877,0.45960803875512996,0.18746842219649107,0.08794972527015862,0.5238722187636036,0.13640663854779567,0.9481753719242803,1,2025-01-01 21:00:00,0.4730736062969091,0.9999999999999999,0.39649122807017545,21,21,0.12875803941892627,0.1859088939806068,0.5310682605289908,21,1,1,2025
0.6339835866295753,0.004650523414384544,0.07463364371330972,1.0,0.7799155326137964,0.05470862749790595,0.0,0.4011185466718711,0.3226701990810082,0.04678644266759058,0.9356574650338108,0.757505913846449,0.9175141401528755,0.357856295956386,3,2025-01-01 22:00:00,0.015491314295656866,0.9999999999999999,0.3962406015037594,22,22,0.4077874666742938,0.4604088783481395,0.796355850051002,22,1,1,2025
0.6301494621796917,0.004902339521603016,0.0997135338812849,1.0,0.7789770061004224,0.057218619121694396,0.0,0.5401420962404224,0.04662232391568677,0.22782654931347235,0.3920003571281949,0.2119788918890749,0.41243400066158237,0.8934014809777948,2,2025-01-01 23:00:00,0.6942249246632824,0.3958333333333333,0.9889724310776942,23,23,0.3826616117870114,0.13644050952910539,0.30950431176286775,23,1,1,2025
0.6265460194287269,0.00714372227883342,0.12443317187434588,1.0,0.778273111215392,0.059725355988991265,0.0,0.5627897789968939,0.9737250095534244,0.2315107028870811,0.749668425614577,0.283521306401475,0.32583775917384145,0.5694475095683846,2,2025-01-02 00:00:00,0.22284664502762597,0.7291666666666666,0.24812030075187969,24,24,0.9013436141172142,0.5443576842509592,0.8005313668659495,0,2,1,2025
0.623064315148119,0.004721555255952414,0.147875801367799,1.0,0.7775692163303615,0.062241282756970204,0.0,0.32996915167080937,0.9096675007541577,0.04372233040505469,0.991656063740168,0.5989982644503479,0.16073969111162156,0.7106090239002891,3,2025-01-02 01:00:00,0.7070449255552566,0.6874999999999999,0.9390977443609023,25,25,0.49912199494271636,0.7246243741430057,0.7518086234899946,1,2,1,2025
0.6199272598589607,0.005946810582482476,0.16258713225623245,1.0,0.7768653214453309,0.06474514778030395,0.0,0.14505688689751817,0.7781582351347297,0.682472516595023,0.13822785750363661,0.40145882673761346,0.5299090673675382,0.07951627306524545,3,2025-01-02 02:00:00,0.17846376312997347,0.6249999999999999,0.51203007518797,26,26,0.11259591146857062,0.26590893864479903,0.00408640987479135,2,2,1,2025
0.6168949472696181,0.0067330821775321015,0.17892787946410094,1.0,0.7761614265603004,0.06724614095967453,0.0,0.15969660682250764,0.04573954765012904,0.36099638627682307,0.6553972607422999,0.41818938198968003,0.8539305589959765,0.16140152372626249,2,2025-01-02 03:00:00,0.024333317271109656,0.3333333333333333,0.38145363408521304,27,27,0.48298427571959657,0.4434542393018094,0.7256557923995488,3,2,1,2025
0.6143288035309147,0.005796807647006297,0.19029190372442883,1.0,0.7756921633036135,0.06975000598300826,0.0,0.8049076081391667,0.07686170182523858,0.14053821182969228,0.13846293000523088,0.15111847551827137,0.06718493839679068,0.048668927443441756,3,2025-01-02 04:00:00,0.7122333704847367,0.08333333333333333,0.33834586466165417,28,28,0.31887170796430553,0.9265992014042423,0.0926417983992002,4,2,1,2025
0.6113375279512594,0.007585036854963034,0.2028970453766077,1.0,0.7749882684185829,0.07225674285030514,0.0,0.7289358781186873,0.6782758652446508,0.5184434337094941,0.3121741095053346,0.8617462123661812,0.8568960772017304,0.17906666813689442,1,2025-01-02 05:00:00,0.20851593613909725,0.16666666666666666,0.6441102756892231,29,29,0.7641894692550077,0.0,0.47459942336931027,5,2,1,2025
0.6086433259828139,0.0068819796095692665,0.21771131080784656,1.0,0.774519005161896,0.07476673447409359,0.0,0.2741421434925933,0.6644435948808473,0.5729416273294641,0.2306576313615945,0.13334618666227033,0.20116373781970087,0.06055715859475619,2,2025-01-02 06:00:00,0.21942956402941138,0.2916666666666667,0.22781954887218048,30,30,0.056476402016121696,0.09607077934549091,0.5380271462092877,6,2,1,2025
0.6059424618639748,0.0060320611756002895,0.23311124314581932,1.0,0.7738151102768654,0.07727366279765467,0.0,0.10086235048427342,0.5044442870832949,0.5142420063569095,0.40639358261294,0.5854357429939383,0.27824144370951304,0.11208327425635023,1,2025-01-02 07:00:00,0.37131109410629126,0.08333333333333333,0.8010025062656643,31,31,0.8238047611596948,0.2263549999330037,0.2545809963936262,7,2,1,2025
0.6035455271622947,0.005887361061498675,0.24059993109716227,1.0,0.7733458470201784,0.07977752782098839,0.0,0.43753206101624675,0.8013783228617447,0.6146909359899486,0.12398831356191656,0.6593874355880206,0.09568733503867888,0.7621518941709535,1,2025-01-02 08:00:00,0.867546761375316,0.18749999999999997,0.9385964912280702,32,32,0.545292669898775,0.09685698078993088,0.7512708880132056,8,2,1,2025
0.6011797121097744,0.005997658747440182,0.2539560608488316,1.0,0.7728765837634914,0.08227832954409478,0.0,0.2275118505238118,0.928831490309327,0.7662146067380449,0.0,0.4350563888300396,0.856854647049867,0.8724109376995459,1,2025-01-02 09:00:00,0.6584957794063827,0.3125,0.21453634085213036,33,33,0.6296239095284473,0.2241277083249588,0.5891684762162598,9,2,1,2025
0.5989511179897917,0.005229937040720278,0.2627669775489698,1.0,0.7724073205068044,0.08479119301184636,0.0,0.6896949055380144,0.6202376508695343,0.6645842718493222,0.39595975773574327,0.11851738292899774,0.02394288003008843,0.4774388181393947,0,2025-01-02 10:00:00,0.6805921453172296,0.10416666666666667,0.34862155388471183,34,34,0.05930857769835063,0.8233995703304704,0.09029731863054674,10,2,1,2025
0.5966873624095994,0.005465113673411071,0.27322411252354173,1.0,0.7719380572501174,0.0872891228909896,0.0,0.736982071304866,0.06561966334697514,0.17570910675636897,0.06481302840712524,0.7262234549587482,0.35657634725550463,0.706372494151589,1,2025-01-02 11:00:00,0.82500954399853,0.18749999999999997,0.5115288220551378,35,35,0.5760905933827312,0.9033188844671338,0.9878494232101508,11,2,1,2025
0.5945825940474276,0.004590136162841207,0.2857312385666697,1.0,0.7714687939934304,0.08979892305851382,0.0,0.8765792008158763,0.765702414049818,0.5564037746418729,0.6111794857563055,0.6996840021854505,0.9943771242604802,0.09747271313761674,2,2025-01-02 12:00:00,0.12633609122256617,0.6458333333333333,0.5506265664160401,36,36,0.8766372789790915,0.9507247881800682,0.38081007992718297,12,2,1,2025
0.5924080248362569,0.0038254952854887003,0.2977065879770562,1.0,0.7709995307367434,0.09230297953811177,0.0,0.9067203344330057,0.15152307905422818,0.9170898593542027,0.005110106020793162,0.9791155106269581,0.6574885452918642,0.9753382651728062,1,2025-01-02 13:00:00,0.7541742521195877,0.22916666666666666,0.7954887218045112,37,37,0.0417541384719744,0.3223256198273282,0.33809166776505284,13,2,1,2025
0.5904166877200532,0.004401998851281008,0.3086393112718835,1.0,0.7705302674800564,0.09481584300586336,0.0,0.9198437575477076,0.06767386662180296,0.7055637570381115,0.1535670504804106,0.44709402309697066,0.2962164765273872,0.47671370432061666,2,2025-01-02 14:00:00,0.8329416422435699,0.8749999999999999,0.30100250626566416,38,38,0.6193426316882014,0.16095891787594965,0.6057991283625681,14,2,1,2025
0.5883980421758759,0.006113971290846565,0.31849638481607667,1.0,0.7700610042233694,0.09731970802919708,0.0,0.9690033467168756,0.9927265768488431,0.8417107373526034,0.7290329583781067,0.9299429155202732,0.07322077174299374,0.6566361958144782,1,2025-01-02 15:00:00,0.833077703179696,0.18749999999999997,0.9290726817042607,39,39,0.108536016544452,0.7780504526715887,0.8769584274128421,15,2,1,2025
0.5862747657330276,0.005980261299009859,0.3283809354816467,1.0,0.7695917409666824,0.09982357305253081,0.0,0.4853777319571483,0.5198119932561385,0.007077714355780973,0.777615838487872,0.905703299361496,0.5254087005050037,0.3065824947872873,1,2025-01-02 16:00:00,0.05272866911755425,0.9791666666666666,0.3488721804511278,40,40,0.9767922299306493,0.3293416944701263,0.6827618245987405,16,2,1,2025
0.5844509496561976,0.005595128667303273,0.3386092385279529,1.0,0.7691224777099954,0.10232743807586456,0.0,0.33764299390960095,0.5809779924734327,0.1332563644463849,0.918076013662285,0.23330691588279798,0.9945873863093979,0.2089635989192704,0,2025-01-02 17:00:00,0.23650860533298534,0.020833333333333332,0.03007518796992481,41,41,0.900530367136108,0.9291744270700737,0.21605451959771335,17,2,1,2025
0.5823780795583056,0.004767163514365458,0.35410567882454047,1.0,0.7686532144533084,0.10483723824338878,0.0,0.07040131401118402,0.8495168372061197,0.7602928277231618,0.6149669630799256,0.009782361261874123,0.1795051858493193,0.43178591019916457,0,2025-01-02 18:00:00,0.7874039163580236,0.12499999999999999,0.5275689223057645,42,42,0.3544854260485857,0.9009272286315337,0.06159343559067676,18,2,1,2025
0.5805918456361265,0.004828892948945951,0.36128530908008494,1.0,0.7684185828249649,0.10733823142275936,0.0,0.468542463784229,0.9542617226381421,0.904158403637739,0.04826166149916406,0.07011248510194035,0.46442606027388295,0.5555403777174766,3,2025-01-02 19:00:00,0.10193800466787217,0.08333333333333333,0.0030075187969925143,43,43,0.3631954216879545,0.9675083633700026,0.20942432884620285,19,2,1,2025
0.5785878310686208,0.0056589792304334585,0.3701490325721335,1.0,0.7679493195682779,0.10984209644609311,0.0,0.10541858789325609,0.6784810092074784,0.3836714249868298,0.4483407937612754,0.9907298215080133,0.9505445356753319,0.23422883424659569,2,2025-01-02 20:00:00,0.7550388496870729,0.8333333333333333,0.20626566416040099,44,44,0.16056573874451718,0.5771701214419388,0.0007572414550906376,20,2,1,2025
0.5767450157846543,0.006985576366805857,0.37944085980158415,1.0,0.7674800563115909,0.11234902476965418,0.0,0.5569961559820659,0.1957210723743461,0.22910942791355993,0.4854369316096432,0.7311655654290722,0.14808929736301818,0.2667874443320044,2,2025-01-02 21:00:00,0.8906201875327052,0.5416666666666666,0.02080200501253132,45,45,0.7651183741166561,0.18056192020295406,0.9277918258153887,21,2,1,2025
0.574900766052064,0.005629393282026496,0.392804093781868,1.0,0.7672454246832474,0.11486782338159628,0.0,0.8177187544476074,0.23483871931384243,0.9493942940749389,0.08900208925323086,0.24349517065833062,0.07687208685779173,0.9792499682943423,1,2025-01-02 22:00:00,0.603700241810628,0.18749999999999997,0.7654135338345864,46,46,0.5993475179255587,0.7621783619854128,0.8969692460095299,22,2,1,2025
0.5730909610544836,0.006420892799843703,0.40154736922975687,1.0,0.7667761614265604,0.1173776235491205,0.0,0.07680083737980908,0.7618655068896169,0.9675264932009049,0.6235211712722587,0.9366763059079377,0.6721774953627573,0.12081261377974872,0,2025-01-02 23:00:00,0.25714015624932884,0.6249999999999999,0.4458646616541353,47,47,0.00845441526440105,0.2729591813946841,0.5588216323102524,23,2,1,2025
0.5712815253999728,0.005775441571053919,0.40910255030107145,1.0,0.7663068981698734,0.11987861672849108,0.0,0.36584487036299296,0.3639956630601764,0.2972365165030051,0.5673691369789337,0.3082711274722991,0.2009156830936042,0.18733808013019004,2,2025-01-03 00:00:00,0.7314618375012173,0.49999999999999994,0.43283208020050123,48,48,0.5806492709020241,0.9085812196004341,0.6369802357165613,0,3,1,2025
0.5692661759931346,0.005650784324181313,0.41804360902677296,1.0,0.7658376349131863,0.12238841689601532,0.0,0.7931100700299789,0.9693542878600813,0.4743869671165868,0.89672438387649,0.013816799804999697,0.9365669893483517,0.028704344048903874,2,2025-01-03 01:00:00,0.3098224559197441,0.4791666666666667,0.8147869674185464,49,49,0.28819683967655774,0.4534029648090828,0.26673738110637335,1,3,1,2025
0.5676686234735331,0.00455824932922777,0.43002388624060517,1.0,0.7653683716564994,0.12489840851980377,0.0,0.22504590622766135,0.25078779169136284,0.7528611555412659,0.8145038360229003,0.0874697534544575,0.982636062929164,0.7620402904577555,0,2025-01-03 02:00:00,0.9022993905508784,0.9374999999999999,0.3829573934837093,50,50,0.5137716168067756,0.3177926509538038,0.5068113811923083,2,3,1,2025
0.5657114196462913,0.006096653734263713,0.437476971447714,1.0,0.7648991083998123,0.12740514538710063,0.0,0.40020631868045914,0.3586469230320551,0.785618929664039,0.45444784166693597,0.49610954332684054,0.21530745792789097,0.2631597565508379,3,2025-01-03 03:00:00,0.2675508849294107,0.9999999999999999,0.5240601503759399,51,51,0.337018549641511,0.4743072583778859,0.7818315528345239,3,3,1,2025
0.5639189348422184,0.004812191558236423,0.44924114986517094,1.0,0.7644298451431254,0.1298971401220534,0.0,0.6159365696370165,0.11348575606029769,0.9486191458736437,0.28109319596796856,0.9345412083693632,0.6682800006541612,0.28892288171457015,1,2025-01-03 04:00:00,0.4133548706495044,0.7916666666666666,0.9882205513784461,52,52,0.890262228006947,0.8550250566118637,0.9227570156385808,4,3,1,2025
0.5619218589332955,0.005861185496329746,0.46063138012154403,1.0,0.7639605818864383,0.13241000358980498,0.0,0.4959515667311837,0.1381533426081656,0.9478599467799924,0.49312840793894497,0.291252526069557,0.9454960949330098,0.9403802973730073,1,2025-01-03 05:00:00,0.9757030448256355,0.5624999999999999,0.7957393483709274,53,53,0.011156989533497086,0.06233234178826491,0.14616562773164346,5,3,1,2025
0.5601373409590522,0.007804283053272298,0.46696842162358676,1.0,0.7634913186297514,0.13492286705755654,0.0,0.28864284164295845,0.4486459118887475,0.8878188877223252,0.11649554923043115,0.5006730176368674,0.9859720980122608,0.4996487031648611,2,2025-01-03 06:00:00,0.9999999999999999,0.2708333333333333,0.3330827067669173,54,54,0.10410397064693422,0.5621966743042435,0.8388229578569631,6,3,1,2025
0.5582024773963883,0.00462793499316605,0.4761989543577556,1.0,0.7632566870014079,0.13742979538111763,0.0,0.9144135664261602,0.9302842812455179,0.8668544215315594,0.6716766207474223,0.7985250990468972,0.4281556949517918,0.0363585179503656,0,2025-01-03 07:00:00,0.36755636500962396,0.0,0.32832080200501257,55,55,0.8324047366931713,0.15884574327915565,0.7037858688522536,7,3,1,2025
0.5563946878140977,0.0063339305238944155,0.48580622723476163,1.0,0.7627874237447209,0.1399365322484145,0.0,0.5335826197072813,0.6054951588309444,0.13544474303617404,0.15655420729049416,0.26857885825313,0.7126907745011049,0.5010173383404539,0,2025-01-03 08:00:00,0.29557163392945063,0.0625,0.3416040100250627,56,56,0.24639995034372042,0.6872558543590018,0.9084901546045622,8,3,1,2025
0.5544693203612168,0.005661360007487515,0.49618394102136465,1.0,0.7623181604880339,0.1424434605719756,0.0,0.5309417647454724,0.21317502920450707,0.12680273950039345,0.2532594967784163,0.27098073997059713,0.020742414897378658,0.036444867212379606,1,2025-01-03 09:00:00,0.902536960737576,0.24999999999999997,0.699498746867168,57,57,0.8322904947954668,0.37268840472904463,0.31851802939543916,9,3,1,2025
0.5526409653575302,0.003456887283779131,0.5005906562067071,1.0,0.7618488972313469,0.14496225918391767,0.0,0.024467431091866953,0.28197413975087576,0.12468600774327543,0.17727864913062832,0.3490685247597207,0.5434561595526266,0.03160201818103214,3,2025-01-03 10:00:00,0.08259265913981484,0.9791666666666666,0.581453634085213,58,58,0.4865375420448843,0.6454994126658716,0.6785731282664471,10,3,1,2025
0.5506335228870505,0.005814855215345305,0.5122978498133888,1.0,0.7616142656030034,0.14746631566351562,0.0,0.3387744528515938,0.825457333549435,0.7366205672328352,0.7920235548836492,0.532061291919023,0.3493696106068697,0.718167135868351,3,2025-01-03 11:00:00,0.5459576489179779,0.22916666666666666,0.518796992481203,59,59,0.5624428477857184,0.6924240597070922,0.0,11,3,1,2025
0.5487115863318168,0.004854792887241111,0.5169841538346696,1.0,0.7611450023463164,0.14996405408639463,0.0,0.12699870479836295,0.7921364205776743,0.05454881241073428,0.024073953411372584,0.4943005863050528,0.18289756553612935,0.2711108820806176,1,2025-01-03 12:00:00,0.9745675243124768,0.0,0.0015037593984962294,60,60,0.9737102967570475,0.37203396265180244,0.5037735694586085,12,3,1,2025
0.5468577177078298,0.005707444621041002,0.5268374073013224,1.0,0.7606757390896294,0.15246504726576524,0.0,0.4793007699792219,0.8765642610150342,0.1823889537047294,0.3260383859929009,0.27053596918876577,0.8856340965029978,0.7032614465473781,2,2025-01-03 13:00:00,0.28565236296541563,0.5624999999999999,0.7037593984962406,61,61,0.7673254361324662,0.1386254818149741,0.46674398426794517,13,3,1,2025
0.5448869729650831,0.004085852829847636,0.5347584077571959,1.0,0.7602064758329424,0.1549658489888716,0.0,0.5191467460438307,0.9940803491221046,0.6946226717024144,0.445504735955617,0.17156938136789104,0.8328943419853183,0.8324348327447666,2,2025-01-03 14:00:00,0.7545274758450845,0.5416666666666666,0.30275689223057645,62,62,0.8589108841048172,0.15509383946796015,0.7472770028178143,14,3,1,2025
0.5428776368627046,0.005314906015075893,0.5400742592167862,1.0,0.7597372125762554,0.15746684216824222,0.0,0.31061480180759893,0.9428420945760815,0.3267500605434046,0.9767537092171806,0.1722096922409935,0.5513145051785959,0.3578172085600264,2,2025-01-03 15:00:00,0.9257874345306597,0.9791666666666666,0.40601503759398494,63,63,0.6997829542020799,0.201585132183677,0.4813343131001421,15,3,1,2025
0.5410476747175541,0.006063180048830219,0.5516156974100406,1.0,0.7592679493195684,0.15998276893622115,0.0,0.8025963424321166,0.40327832434523214,0.9122567931636154,0.13641938360829547,0.4149402972279437,0.17619501943481725,0.8332197716675922,0,2025-01-03 16:00:00,0.591770766074826,0.6458333333333333,0.7235588972431077,64,64,0.43047684341494374,0.24944147427565846,0.2112022680743091,16,3,1,2025
0.5389019961202086,0.0057770274242257,0.5563058946345396,1.0,0.7587986860628814,0.16249256910374538,0.0,0.8405062816882547,0.7147765365235625,0.025264738382515972,0.19848018423256472,0.775739022976548,0.21179161054762174,0.550949623196487,2,2025-01-03 17:00:00,0.8925535928826037,0.4791666666666667,0.16365914786967417,65,65,0.005325507929083706,0.5268731045633405,0.5783039187541281,17,3,1,2025
0.5369332148850772,0.005359720348254826,0.5621693839032675,1.0,0.7583294228061944,0.1650023692712696,0.0,0.5846233335508055,0.9744117733613584,0.2850123920478165,0.8218169499509963,0.8152692520716155,0.008364431950173168,0.3468736191808044,2,2025-01-03 18:00:00,0.6651310009350219,0.3125,0.6300751879699248,66,66,0.49066911034821725,0.8493644285439921,0.10792767067477757,18,3,1,2025
0.5349116854702847,0.005187005159196789,0.5671382962005485,1.0,0.7578601595495074,0.16750336245064018,0.0,0.5979046786955908,0.6525358682982801,0.4671579331252689,0.3523362945691078,0.6174382863542993,0.38693364098084476,0.17655067555891124,3,2025-01-03 19:00:00,0.3606632720853101,0.6666666666666666,0.03233082706766921,67,67,0.700019121527804,0.18105501288561945,0.8594013333807052,19,3,1,2025
0.5327607372457406,0.005267931606071308,0.5732440794209626,1.0,0.7573908962928204,0.17000722747397393,0.0,0.12798616668743343,0.8633212985175901,0.13706329028279862,0.9638495017022516,0.9876149838471854,0.47475791537238204,0.3705326586990303,3,2025-01-03 20:00:00,0.2211641831851604,0.16666666666666666,0.36416040100250624,68,68,0.6744101765556731,0.1958844180032426,0.41948136387766155,20,3,1,2025
